ID1,CASEID,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2021,      106813801  2,1,2,Y, , , , , , , , , , , , , 
2021,      106902101  2,1,1,A,BC, , , , , , , , , , , , 
2021,      106902801  2,1,3,AB,GK,C, , , , , , , , , , , 
2021,      106902901  2,1,4,AD,A, ,B, , , , , , , , , , 
2021,      106904001  2,1,3,A,AB, , , , , , , , , , , , 
2021,      106904001  2,2,2,AB,B,B, , , , , , , , , , , 
2021,      106905101  2,1,3,A,B, , , , , , , , , , , , 
2021,      106906801  2,1,2,AB,BEK,E, , , , , , , , , , , 
2021,      106908601  2,1,1,AB,BCEK,BCEK, , , , , , , , , , , 
2021,      107002001  5,1,2,A,B, , , , ,2, , , , , , , 
2021,      107002001  5,2,1,A,ABK, , , , ,2, , , , , , , 
2021,      107002701  2,1,8,A,B, , , , , , , , , , , , 
2021,      107002701  2,2,7,A,AC, , , , , , , , , , , , 
2021,      107004401  2,1,7,A,B, , , , , , , , , , , , 
2021,      107006801  1,1,2,A,B, , , , ,2, , , , , , , 
2021,      107008601  2,1,6,A,AK, , , , ,2, , , , , , , 
2021,      107009001  2,1,1,B, ,BC, , , , , , , , , , , 
2021,      107110401  2,1,5,AB,BE,BE, , , , , , , , , , , 
2021,      107114301  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      107118101  2,1,3,AB,AB,B, , , , , , , , , , , 
2021,      107206701  2,1,2,AB,ABK,ABK, , , , , , , , , , , 
2021,      107213701  3,1,2,A,K, , , , , , , , , , , , 
2021,      107303201  2,1,5,AB,BK,BK, , , , , , , , , , , 
2021,      107305501  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      107309801  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      107312501  1,1,3,A,B, , , , , , , , , , , , 
2021,      107313701  1,1,4,A,B, , , , , , , , , , , , 
2021,      107409801  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      107410401  2,1,1,A,BX, , ,2,2,2,2, , , , , , 
2021,      107501501  2,1,5,A,K, , , , , , , , , , , , 
2021,      107501501  2,2,4,A,B, , , , , , , , , , , , 
2021,      107504901  3,1,1,A,K, , , , , , , , , , , , 
2021,      107506501  2,1,1,AB,C,A, , , , , , , , , , , 
2021,      107509801  1,1,1,A,ABC, , , , , , , , , , , , 
2021,      107600901  2,1,4,AB,AK,A, ,2, ,2, , , , , , , 
2021,      107605501  2,1,9,B, ,C, , , , , , , , , , , 
2021,      107606201  3,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      107614101  2,1,5,AB,ABC,AB, , , , , , , , , , , 
2021,      107617201  3,1,3,B, ,B, , , , , , , , , , , 
2021,      107617201  3,2,2,B, ,B, , , , , , , , , , , 
2021,      107620701  4,1,2,A,AC, , , , , , , , , , , , 
2021,      107700301  2,1,1,Y, , , , , , , , , , , , , 
2021,      107704002  1,1,4,A,B, , , , , , , , , , , , 
2021,      107705701  2,1,5,AB,BK,BK, , , , , , , , , , , 
2021,      107706501  3,1,3,A,AK, , ,2,2,2,2, , , ,2,2, 
2021,      107710301  2,1,1,Y, , , , , , , , , , , , , 
2021,      107808002  2,1,1,AB,BK,K, , , , , , , , , , , 
2021,      107808901  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      107809502  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      107812201  2,1,2,ABD,AK,K,K, , , , , , , , , , 
2021,      107812501  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      107812601  4,1,1,ABC,BK,AK,K, , , , , , , , , , 
2021,      107900701  1,1,3,A,B, , , , , , , , , , , , 
2021,      107905801  2,1,3,B, ,AB, , , , , , , , , , , 
2021,      107905801  2,2,2,A,B, , , , , , , , , , , , 
2021,      107914201  2,1,2,A,AB, , , , , , , , , , , , 
2021,      107916402  2,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      107916701  2,1,3,A,B, , , , , , , , , , , , 
2021,      107917001  2,1,2,A,C, , , , , , , , , , , , 
2021,      108001501  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      108003101  2,1,1,AB,EK,EK, , , , , , , , , , , 
2021,      108005901  2,1,2,AB,BK,BEK, , , , , , , , , , , 
2021,      108008501  3,1,3,AB,K,B, , , , , , , , , , , 
2021,      108010702  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      108119101  1,1,1,Y, , , , , , , , , , , , , 
2021,      108201601  1,1,2,A,AB, , ,2, , , , , , , , , 
2021,      108207801  7,1,1,AC,B, ,B, ,1, , , , , , , , 
2021,      108209801  1,1,6,A,B, , ,2, ,2, , , , , , , 
2021,      108209801  1,2,5,A,B, , ,2, ,2, , , , , , , 
2021,      108211101  2,1,2,AB,BE,BE, ,2, , , , , , , , , 
2021,      108220701  2,1,3,A,AB, , , , , , , , , , , , 
2021,      108301301  2,1,4,Y, , , , , , , , , , , , , 
2021,      108303501  2,1,6,A,B, , , , , , , , , , , , 
2021,      108303501  2,2,5,AB,BC,AB, , , , , , , , , , , 
2021,      108307001  2,1,1,AB,ABK,ABK, , , , , , , , , , , 
2021,      108312801  2,1,4,AB,AB,BC, , , , , , , , , , , 
2021,      108313401  2,1,3,AB,CK,C, , , , , , , , , , , 
2021,      108400301  3,1,2,A,AK, , ,1,1,1,1, , ,1,2,2, 
2021,      108400302  1,1,3,A,ABC, , ,2,2, ,2, , , , , , 
2021,      108403201  2,1,6,AB,K,K, , , , , , , , , , , 
2021,      108403201  2,2,5,AB,K,K, , , , , , , , , , , 
2021,      108406101  2,1,4,A,B, , , , , , , , , , , , 
2021,      108406301  1,1,2,A,K, , , , , , , , , , , , 
2021,      108411701  2,1,8,AB,K,K, , , , , , , , , , , 
2021,      108501801  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      108506401  2,1,1,A,AB, , , , , , , , , , , , 
2021,      108509201  2,1,2,AB,AC,A, , , , , , , , , , , 
2021,      108513801  1,1,7,A,C, , ,1,1,1,1, , ,2,2,2, 
2021,      108515401  1,1,2,AB,BC,BC, , ,1, , , , , , , , 
2021,      108600701  2,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      108600801  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      108600901  2,1,6,AB,B,B, , , , , , , , , , , 
2021,      108600901  2,2,5,AB,B,B, , , , , , , , , , , 
2021,      108601001  2,1,8,AB,B,B, , , , , , , , , , , 
2021,      108603601  2,1,9,AB,BK,BK, , , , , , , , , , , 
2021,      108603701  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      108611701  2,1,3,AB,AB,AB, , , , , , , , , , , 
2021,      108611801  2,1,6,Y, , , , , , , , , , , , , 
2021,      108702801  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      108704101  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      108711701  2,1,2,A,B, , ,2, ,2, , , , , , , 
2021,      108711901  2,1,2,AB,BE,BE, ,1,1,1,2,2, , , , , 
2021,      108711901  2,2,1,AB,BE,BE, ,1,1,1,2,2, , , , , 
2021,      108800601  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      108800701  2,1,6,A,A, , ,2,2,2, , , , , , , 
2021,      108800701  2,2,5,B, ,B, ,2,2,2, , , , , , , 
2021,      108801601  4,1,1,A,ABE, , , , , , , , , , , , 
2021,      108801701  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      108801801  2,1,3,A,B, , , , , , , , , , , , 
2021,      108802001  2,1,3,A,AB, , , , , , , , , , , , 
2021,      108802001  2,2,2,A,AB, , , , , , , , , , , , 
2021,      108803601  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      108804001  2,1,3,AB,EK,EK, , , , , , , , , , , 
2021,      108901801  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      108901901  2,1,3,B, ,B, , , , , , , , , , , 
2021,      108903001  2,1,2,A,B, , , , , , , , , , , , 
2021,      108910101  2,1,3,AB,BC,BD, ,2,2, , , , , , , , 
2021,      108910201  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      108910201  2,2,6,AB,K,K, , , , , , , , , , , 
2021,      109014601  2,1,2,AB,A,A, , , , , , , , , , , 
2021,      109014801  2,1,1,AB,AK,AK, , , , , , , , , , , 
2021,      109024101  2,1,4,A,B, , , , , , , , , , , , 
2021,      109024101  2,2,3,AB,BC,B, , , , , , , , , , , 
2021,      109047601  4,1,1,AB,K,K, , , , , , , , , , , 
2021,      109047901  4,1,2,A,ABE, , , , , , , , , , , , 
2021,      109047901  4,2,1,A,ABE, , , , , , , , , , , , 
2021,      109048001  3,1,1,ABC,K,K,K, , , , , , , , , , 
2021,      109110601  2,1,6,ABD,B,B,B, ,2, , , , , , , , 
2021,      109110701  2,1,2,AB,AB,A, , , , , , , , , , , 
2021,      109117801  2,1,4,Y, , , , , , , , , , , , , 
2021,      109117801  2,2,3,AB,B,B, , , , , , , , , , , 
2021,      109117901  2,1,3,A,B, , ,1, , , , , , , , , 
2021,      109118201  1,1,8,A,AE, , , , , , , , , , , , 
2021,      109201501  2,1,3,A,ABE, , ,1,1, , , , , , , , 
2021,      109205501  2,1,6,A,AB, , ,2,2,2,2, , , , , , 
2021,      109208101  1,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      109210801  2,1,5,AB,BE,BE, , , , , , , , , , , 
2021,      109214201  2,1,1,A,AB, , , , , , , , , , , , 
2021,      109214901  2,1,5,A,AB, , ,2,2, , , , , , , , 
2021,      109214901  2,2,4,AB,B,BE, ,1,2, , , , , , , , 
2021,      109215701  2,1,4,AB,BK,BK, , , , , , , , , , , 
2021,      109300401  2,1,6,Y, , , , , , , , , , , , , 
2021,      109300801  2,1,7,AB,A,A, , , , , , , , , , , 
2021,      109300801  2,2,6,AB,A,A, , , , , , , , , , , 
2021,      109303101  2,1,7,Y, , , , , , , , , , , , , 
2021,      109303101  2,2,6,A,B, , , , , , , , , , , , 
2021,      109303201  1,1,10,Y, , , , , , , , , , , , , 
2021,      109303301  2,1,5,A,B, , , , , , , , , , , , 
2021,      109305701  1,1,6,A,AB, , , , , , , , , , , , 
2021,      109306101  2,1,2,AB,B,AB, , , , , , , , , , , 
2021,      109306501  2,1,4,A,BE, , , , , , , , , , , , 
2021,      109306901  2,1,5,AB,B,B, , , , , , , , , , , 
2021,      109400901  2,1,6,A,BC, , , , , , , , , , , , 
2021,      109401001  2,1,2,B, ,EK, , , , , , , , , , , 
2021,      109407001  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      109407001  2,2,2,AB,AB,AB, , , , , , , , , , , 
2021,      109407001  2,3,1,AB,AB,AB, , , , , , , , , , , 
2021,      109407101  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      109407101  2,2,1,AB,BK,BK, , , , , , , , , , , 
2021,      109410801  2,1,6,A,BK, , ,1, ,1,1, , ,1, , , 
2021,      109410901  3,1,2,Y, , , , , , , , , , , , , 
2021,      109411001  2,1,3,A,AK, , , , , , , , , , , , 
2021,      109411001  2,2,2,A,AK, , , , , , , , , , , , 
2021,      109411101  2,1,5,AB,B,B, , , , , , , , , , , 
2021,      109411101  2,2,4,AB,B,B, , , , , , , , , , , 
2021,      109501601  2,1,6,A,K, , , , , , , , , , , , 
2021,      109504201  2,1,3,A,B, , , , , , , , , , , , 
2021,      109504401  4,1,2,A,ABC, , , , , , , , , , , , 
2021,      109504601  8,1,3,AB,B,B, ,2, , , , , , , , , 
2021,      109506501  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      109506501  2,2,3,AB,AB,AB, , , , , , , , , , , 
2021,      109506701  2,1,5,AD,B, ,B, , , , , , , , , , 
2021,      109600301  2,1,4,Y, , , , , , , , , , , , , 
2021,      109600401  2,1,1,AB,ABE,ABE, , , , , , , , ,2, , 
2021,      109602201  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      109602301  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      109602401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      109606601  1,1,3,A,B, , , , , , , , , , , , 
2021,      109700101  2,1,2,Y, , , , , , , , , , , , , 
2021,      109700101  2,2,1,Y, , , , , , , , , , , , , 
2021,      109700301  2,1,6,Y, , , , , , , , , , , , , 
2021,      109700401  7,1,1,A,AB, , , , , , , , , , , , 
2021,      109700501  2,1,1,Y, , , , , , , , , , , , , 
2021,      109708501  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      109710901  2,1,5,A,B, , , , , , , , , , , , 
2021,      109710901  2,2,4,A,B, , , , , , , , , , , , 
2021,      109800101  2,1,3,AB,AB,AB, , , , , , , , , , , 
2021,      109800201  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      109801301  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      109801301  2,2,4,AB,BE,BE, , , , , , , , , , , 
2021,      109801401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      109801501  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      109801501  2,2,3,AB,K,K, , , , , , , , , , , 
2021,      109801601  2,1,3,A,B, , , , , , , , , , , , 
2021,      109801601  2,2,2,B, ,ABC, , , , , , , , , , , 
2021,      109801601  2,3,1,B, ,ABC, , , , , , , , , , , 
2021,      109801901  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      109902701  2,1,2,B, ,A, , , , , , , , , , , 
2021,      109902801  2,1,3,Y, , , , , , , , , , , , , 
2021,      109903001  2,1,2,AB,E,E, , , , , , , , , , , 
2021,      109903001  2,2,1,AB,E,E, , , , , , , , , , , 
2021,      109903301  2,1,3,B, ,AB, , , , , , , , , , , 
2021,      109904001  2,1,9,AB,BE,BE, , , , , , , , , , , 
2021,      109904101  2,1,2,AB,BE,BE, , , , , , , , , , , 
2021,      109904101  2,2,1,AB,BE,BE, , , , , , , , , , , 
2021,      110001101  2,1,4,AB,ABE,AB, , , , , , , , , , , 
2021,      110001301  2,1,1,AB,ABE,ABE, , , , , , , , , , , 
2021,      110001401  1,1,2,A,A, , , , , , , , , , , , 
2021,      110016001  2,1,5,AB,AB,AB, , , , , , , , , , , 
2021,      110016201  2,1,5,AB,B,B, , , , , , , , , , , 
2021,      110016301  2,1,2,AB,AB,ABCE, , , , , , , , , , , 
2021,      110017401  2,1,6,AB,B,B, , , , , , , , , , , 
2021,      110017401  2,2,5,AB,AB,B, , , , , , , , , , , 
2021,      110101501  2,1,1,AB,ABCK,BCK, , , , , , , , , , , 
2021,      110102301  2,1,2,AB,ACK,K, , , , , , , , , , , 
2021,      110102701  1,1,4,A,K, , , , , , , , , , , , 
2021,      110102801  1,1,1,A,ABK, , , , , , , , , , , , 
2021,      110104001  2,1,1,Y, , , , , , , , , , , , , 
2021,      110104301  2,1,5,AB,BCK,BCK, ,1,1,1, , , , , , , 
2021,      110104701  2,1,2,AB,BCK,ABCK, , , , , , , , , , , 
2021,      110104701  2,2,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      110201201  1,1,4,A,BC, , , , , , , , , , , , 
2021,      110202801  2,1,1,AF,K, ,K, , , , , , , , , , 
2021,      110204401  1,1,8,Y, , , ,2, , , , , , , , , 
2021,      110210301  1,1,1,Y, , , ,2, , , , , , , , , 
2021,      110301101  2,1,1,AB,BC,B, ,2, , , , , , , , , 
2021,      110303101  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      110303101  2,2,3,AB,B,B, , , , , , , , , , , 
2021,      110305801  1,1,1,AB,BK,K, , , , , , , , , , , 
2021,      110308701  3,1,1,Y, , , , , , , , , , , , , 
2021,      110309801  1,1,2,AB,AK,AK, , ,2, , , , , , , , 
2021,      110402301  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      110402401  1,1,1,AB,AB,AB, ,2,1,2,2, , , , , , 
2021,      110403001  2,1,2,AC,BF, ,K, , , , , , , , , , 
2021,      110405001  2,1,2,A,BK, , , , , , , , , , , , 
2021,      110405101  1,1,2,AB,B,B, ,2, , , , , , , , , 
2021,      110405101  1,2,1,AB,BC,BC, ,2, , , , , , , , , 
2021,      110501401  3,1,1,A,AB, , ,2,2,2,2, , , ,2, , 
2021,      110501801  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      110502601  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      110503501  1,1,1,A,BCK, , , ,2, , , , , , , , 
2021,      110505801  1,1,2,AB,BK,BK, ,1,1,1, ,1, , ,2,2, 
2021,      110506501  2,1,1,AB,ACK,ACK, , , , , , , , , , , 
2021,      110507201  2,1,1,A,BC, , , ,2, , , , ,2, , , 
2021,      110600201  2,1,3,AB,CK,K, , , , , , , , , , , 
2021,      110601401  4,1,1,AC,C, ,BC, , , , , , , , , , 
2021,      110609601  1,1,5,AB,C,C, , , , , , , , , , , 
2021,      110614701  1,1,3,A,CK, , ,2, ,2,2, , , , , , 
2021,      110615701  3,1,3,ACE,BCK, ,B, , , , , , , , , , 
2021,      110702201  2,1,3,Y, , , , ,2,2, , , , ,2, , 
2021,      110702201  2,2,2,AB,AB,AB, , ,1,1, , , , ,2, , 
2021,      110702201  2,3,1,AB,AB,ABI, , ,1,1, , , , ,2, , 
2021,      110703701  2,1,5,Y, , , ,2, , , , , , , , , 
2021,      110703701  2,2,4,AB,BC,BC, ,2, , , , , , , , , 
2021,      110704801  1,1,3,Y, , , , , , , , , , , , , 
2021,      110705501  1,1,5,Y, , , , , , , , , , , , , 
2021,      110803401  1,1,1,Y, , , , , , , , , , , , , 
2021,      110804101  1,1,3,Y, , , , , , , , , , , , , 
2021,      110804201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      110805201  2,1,4,A,AIK, , , , , , , , , ,1, , 
2021,      110903301  2,1,3,AB,K,K, ,2, ,2, , , , , , , 
2021,      110903501  1,1,2,Y, , , , , , , , , , , , , 
2021,      110904301  2,1,2,AB,CK,C, , , , , , , , , , , 
2021,      110906301  3,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      111000301  1,1,2,ABD,K,K,K,1,1,1,1, , , , , , 
2021,      111003601  2,1,2,A,C, , ,2,2,2, , , , , , , 
2021,      111003601  2,2,1,A,C, , ,1,1,1, , , , , , , 
2021,      111006201  2,1,1,ABD,BE,B,K,1,2,2, , , , ,2, , 
2021,      111006301  1,1,1,A,B, , ,1,1,1, ,2, , , , , 
2021,      111104001  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      111104501  4,1,1,Y, , , , , , , , , , , , , 
2021,      111108501  1,1,5,A,B, , ,2,2, , ,2, ,2,2, , 
2021,      111111601  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      111111601  2,2,6,AB,K,K, , , , , , , , , , , 
2021,      111202101  2,1,4,B, ,AB, , ,2, , , , , , , , 
2021,      111202401  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      111202901  2,1,2,AB,BK,BK, ,1,1, , , , , , , , 
2021,      111203401  2,1,2,AF,B, ,B, , , , , , , , , , 
2021,      111204501  1,1,2,Y, , , , , , , , , , , , , 
2021,      111302101  1,1,2,A,CK, , , , , , , , , , , , 
2021,      111304001  3,1,1,AC,B, ,ABC, , , , , , , , , , 
2021,      111304601  2,1,5,A,K, , ,2, , , , , , , , , 
2021,      111305201  1,1,1,A,BCK, , ,1,1,1, , , , , , , 
2021,      111306501  2,1,3,A,CK, , , , , , , , , , , , 
2021,      111400901  1,1,1,AB,ABCK,ABCK, ,2, , , , , , , , , 
2021,      111406801  1,1,2,A,BCK, , ,1, ,1, , , , , , , 
2021,      111408001  1,1,1,A,GK, , , , , , , , , , , , 
2021,      111409401  4,1,2,A,CK, , ,1,1, , , , , , , , 
2021,      111501101  1,1,8,AB,B,CK, ,2,2,2, , , , ,2,2, 
2021,      111501101  1,2,7,AB,B,CK, ,2,2,2, , , , ,2,2, 
2021,      111502601  2,1,3,Y, , , , , , , , , , , , , 
2021,      111513001  1,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      111600701  2,1,2,Y, , , ,1,2,1,1, , , , , , 
2021,      111600701  2,2,1,B, ,B, ,1,1,1,1, , , , , , 
2021,      111602701  1,1,3,AB,K,K, , ,2,2, , ,2, , , , 
2021,      111606701  1,1,4,Y, , , ,2,2, , , , , , , , 
2021,      111701401  1,1,2,A,C, , , , , , , , , , , , 
2021,      111702301  1,1,2,A,BE, , , , , , , , , , , , 
2021,      111704901  2,1,2,AB,EK,K, ,2, , , , , , , , , 
2021,      111706301  2,1,2,AF,BC, ,B, , , , , , , , , , 
2021,      111707801  1,1,4,A,E, , ,2,2, , , , , , , , 
2021,      111708001  6,1,1,AC,B, ,B, , , , , , , , , , 
2021,      111800801  1,1,2,A,CDK, , , , , , , , , , , , 
2021,      111804501  2,1,2,AB,BC,C, , , , , , , , , , , 
2021,      111806201  2,1,1,AB,ACGK,ACGK, , , , , , , , , , , 
2021,      111808001  1,1,4,A,BCK, , , , , , , , , , , , 
2021,      111901101  2,1,2,ACD,K, ,K, , , , , , , , , , 
2021,      111901201  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      111901901  2,1,1,ABC,BCK,BCK,BCK, , , , , , , , , , 
2021,      111903201  4,1,1,AC,K, ,K, , , , , , , , , , 
2021,      112001101  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      112002201  3,1,1,A,BK, , , , , , , , , , , , 
2021,      112004101  4,1,3,AB,K,K, ,2, , , , , , , , , 
2021,      112101401  1,1,2,B, ,CEK, , , , , , , , , , , 
2021,      112101501  2,1,4,A,BC, , , , , , , , , , , , 
2021,      112101801  2,1,1,AB,BK,B, , , , , , , , , , , 
2021,      112103801  2,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      112103801  2,2,1,A,ABK, , , , , , , , , , , , 
2021,      112105101  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      112105501  1,1,2,A,A, , , , , , , , , , , , 
2021,      112105501  1,2,1,AB,B,AB, , , , , , , , , , , 
2021,      112202401  2,1,2,A,AEK, , , , , , , , , , , , 
2021,      112204001  2,1,1,AB,ABCEK,BCK, , , , , , , , , , , 
2021,      112204101  1,1,1,A,ACK, , , , , , , , , , , , 
2021,      112205201  1,1,4,A,BK, , , , , , , , , , , , 
2021,      112304601  2,1,3,AB,K,C, , , , , , , , , , , 
2021,      112305201  2,1,1,Y, , , , , , , , , , , , , 
2021,      112305301  2,1,1,B, ,K, , , , , , , , , , , 
2021,      112306001  2,1,3,A,K, , , ,1,1, , , , , ,2, 
2021,      112307301  2,1,1,Y, , , , , , , , , , , , , 
2021,      112401101  2,1,5,Y, , , , , , , , , , , , , 
2021,      112401101  2,2,4,A,BCK, , , , , , , , , , , , 
2021,      112402601  2,1,1,AB,AK,AK, , , , , , , , , , , 
2021,      112403001  2,1,2,AB,ABCK,ABCK, , , , , , , , , , , 
2021,      112403001  2,2,1,AB,ABCK,ABCK, , , , , , , , , , , 
2021,      112407201  1,1,2,A,ACK, , , , , , , , , , , , 
2021,      112407701  1,1,3,AB,IK,CK, ,2,2,2, , , , , , , 
2021,      112501501  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      112504601  2,1,1,AB,CK,CK, ,1,1,1,1, , , , , , 
2021,      112504701  2,1,1,AB,ABK,AB, ,1, ,1, , , , , , , 
2021,      112506101  1,1,4,A,BC, , ,2,2,2, , , , , , , 
2021,      112606801  1,1,2,AB,B,B, , , , , , , , , , , 
2021,      112609901  2,1,5,A,K, , , , , , , , , , , , 
2021,      112610601  1,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      112701301  2,1,1,A,CK, , , , , , , , , , , , 
2021,      112701401  1,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      112702301  1,1,2,A,CGK, , ,2,2, , , , , , , , 
2021,      112702601  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      112801901  1,1,1,AE,ABCK, ,BCIK,2, ,2, , , , , , , 
2021,      112805301  1,1,3,A,ABCK, , ,2, , , , , , , , , 
2021,      112809101  1,1,2,AB,ABCK,ABCE, ,2,2, , ,2, , , , , 
2021,      112809501  2,1,1,A,K, , , , , , , , , , , , 
2021,      112810101  5,1,1,A,ABC, , ,1,1,2,2,2,2,2, , , 
2021,      112900501  2,1,3,A,ABK, , , , , , , , , , , , 
2021,      112903401  2,1,2,AB,ABC,BC, , , , , , , , , , , 
2021,      112904101  1,1,1,A,BK, , ,2,2, , , , , , , , 
2021,      112907701  2,1,3,Y, , , , , , , , , , , , , 
2021,      112907701  2,2,2,AB,ABC,B, , , , , , , , , , , 
2021,      112909001  2,1,2,AB,ABC,ABC, ,1, , , , , , , , , 
2021,      112909001  2,2,1,AB,ABC,ABC, ,1, , , , , , , , , 
2021,      113001701  2,1,1,A,BK, , , , , , , , , , , , 
2021,      113004601  2,1,1,A,ABC, , , , , , , , , , , , 
2021,      113006901  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      113011301  1,1,3,A,ABK, , ,2, , , , , , ,2, , 
2021,      113100301  4,1,3,A,BK, , , ,1, , , , , , , , 
2021,      113102701  1,1,6,AB,BCK,ABCEK, , , , , , , , , , , 
2021,      113104201  1,1,2,A,B, , , ,2, , , , , , , , 
2021,      113106901  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      113107401  2,1,2,A,ABK, , , , , , , , , , , , 
2021,      113202901  2,1,3,ABD,K,K,K, , , , , , , , , , 
2021,      113204301  1,1,2,AB,B,B, , , , , , , , , , , 
2021,      113204601  1,1,3,A,B, , , , , , , , , , , , 
2021,      113206401  1,1,3,A,K, , , , , , , , , , , , 
2021,      113208601  2,1,3,AB,BK,BK, ,2, , , , , , , , , 
2021,      113300701  2,1,1,AF,ABCK, ,BCK, , , , , , , , , , 
2021,      113303001  2,1,2,A,EK, , , , , , , , , , , , 
2021,      113304101  2,1,3,A,BK, , ,2,2,2, , , , , , , 
2021,      113304701  2,1,1,Y, , , , , , , , , , , , , 
2021,      113307001  1,1,4,A,CK, , , , , , , , , , , , 
2021,      113309901  1,1,4,A,BCK, , , ,1, , , , , , , , 
2021,      113400401  1,1,4,A,BK, , ,2, ,2, , , , , , , 
2021,      113404501  1,1,1,A,C, , , , , , , , , , , , 
2021,      113501701  1,1,3,A,BCK, , ,1, , , , , , , , , 
2021,      113502901  1,1,6,AB,B,BE, ,1,1, , , , , , , , 
2021,      113504501  2,1,4,A,BC, , , , , , , , , , , , 
2021,      113506601  1,1,5,AB,K,K, , , , , , , , , , , 
2021,      113508201  2,1,2,AC,B, ,BE,2,2, ,2, , , , , , 
2021,      113600201  1,1,1,A,B, , , , , , , , , , , , 
2021,      113600701  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      113600801  1,1,1,A,BC, , ,1,1,1,1, , , , , , 
2021,      113606101  2,1,5,AB,B,B, , , , , , , , ,2, , 
2021,      113702001  2,1,1,A,BK, , , , , , , , , , , , 
2021,      113702901  1,1,3,A,ACK, , , , , , , , , , , , 
2021,      113705801  1,1,2,AB,BCK,BCIK, , , , , , , , , , , 
2021,      113706001  1,1,3,A,BCK, , , , , , , , , , , , 
2021,      113800801  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      113801701  2,1,3,AB,C,B, , , , , , , , , , , 
2021,      113802201  1,1,2,AD,BC, ,BE,1,1,1, , , , , , , 
2021,      113805401  1,1,3,AB,K,K, , , ,1, , , , , , , 
2021,      113901501  2,1,2,AB,BCK,CK, , , , , , , , , , , 
2021,      113901501  2,2,1,AB,BCK,CK, , , , , , , , , , , 
2021,      113904701  2,1,4,AB,C,E, ,2, , , , , , , , , 
2021,      113907901  2,1,5,AB,B,B, ,2,2,2,2, , , , , , 
2021,      113907901  2,2,4,AB,BC,BK, ,2,2,2,2, , , , , , 
2021,      114001201  2,1,4,AB,A,A, ,2,2,2,2,2, , , , , 
2021,      114004101  3,1,1,Y, , , , , , , , , , , , , 
