ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7
2021,      049710001,8,497,100,1,1,1,3,2,1
2021,      049710101,3,497,101,1,1,0,2,2,1
2021,      049710201,3,497,102,1,1,7,1,1,1
2021,      049710201,4,497,102,1,1,5,1,1,2
2021,      049710201,5,497,102,1,1,0,3,2,3
2021,      049800101,4,498,1,1,1,4,1,2,1
2021,      049800501,3,498,5,1,1,1,2,2,1
2021,      049801201,4,498,12,1,1,2,1,2,1
2021,      049801301,2,498,13,1,1,4,2,1,1
2021,      049801301,3,498,13,1,1,4,2,1,2
2021,      049801301,4,498,13,1,1,1,2,2,3
2021,      049801401,4,498,14,1,1,2,2,1,1
2021,      049801401,5,498,14,1,1,2,2,2,2
2021,      049802601,3,498,26,1,1,3,2,2,1
2021,      049901401,2,499,14,1,1,5,1,1,1
2021,      049901401,3,499,14,1,1,5,1,2,2
2021,      049902901,3,499,29,1,1,3,1,2,1
2021,      049903501,3,499,35,1,1,1,1,2,1
2021,      049903701,3,499,37,1,1,0,1,2,1
2021,      049904201,3,499,42,1,1,4,1,2,1
2021,      049904601,3,499,46,1,1,6,1,1,1
2021,      049904601,4,499,46,1,1,5,1,1,2
2021,      049904601,5,499,46,1,1,0,1,2,3
2021,      049905701,3,499,57,1,1,5,1,1,1
2021,      049905701,4,499,57,1,1,1,1,1,2
2021,      049905701,5,499,57,1,1,0,1,2,3
2021,      049907001,3,499,70,1,1,7,1,1,1
2021,      049907001,4,499,70,1,1,0,1,2,2
2021,      050000701,2,500,7,1,1,1,3,2,1
2021,      050000801,3,500,8,1,1,2,3,2,1
2021,      050001001,6,500,10,1,1,5,3,2,1
2021,      050002601,3,500,26,1,1,0,3,2,1
2021,      050002901,6,500,29,1,1,3,3,1,1
2021,      050002901,7,500,29,1,1,1,3,1,2
2021,      050002901,8,500,29,1,1,0,3,2,3
2021,      050004001,3,500,40,1,1,5,3,1,1
2021,      050004001,4,500,40,1,1,4,3,1,2
2021,      050004001,5,500,40,1,1,2,3,1,3
2021,      050004001,6,500,40,1,1,1,3,2,4
2021,      050004301,4,500,43,1,1,1,3,2,1
2021,      050004401,5,500,44,1,1,0,3,2,1
2021,      050100701,4,501,7,1,1,7,2,1,1
2021,      050100701,5,501,7,1,1,4,2,2,2
2021,      050109201,4,501,92,1,1,7,1,1,1
2021,      050109201,5,501,92,1,1,5,1,2,2
2021,      050109301,3,501,93,1,1,2,2,1,1
2021,      050109301,4,501,93,1,1,0,2,2,2
2021,      050109501,5,501,95,1,1,6,2,2,1
2021,      050109701,5,501,97,1,1,4,2,2,1
2021,      050109901,3,501,99,1,1,3,2,1,1
2021,      050109901,4,501,99,1,1,0,2,2,2
2021,      050110001,2,501,100,1,1,8,2,1,1
2021,      050110001,3,501,100,1,1,6,2,1,2
2021,      050110001,4,501,100,1,1,4,2,1,3
2021,      050110001,5,501,100,1,1,2,2,2,4
2021,      050110101,3,501,101,1,1,4,2,1,1
2021,      050110101,4,501,101,1,1,2,2,2,2
2021,      050110201,2,501,102,1,1,4,2,1,1
2021,      050110201,3,501,102,1,1,2,2,2,2
2021,      050110301,3,501,103,1,1,5,2,1,1
2021,      050110301,4,501,103,1,1,4,2,2,2
2021,      050204001,3,502,40,1,1,4,3,1,1
2021,      050204001,4,502,40,1,1,0,3,2,2
2021,      050204201,3,502,42,1,1,3,3,1,1
2021,      050204201,5,502,42,1,1,1,3,2,2
2021,      050204301,3,502,43,1,1,1,3,1,1
2021,      050204301,4,502,43,1,1,0,3,2,2
2021,      050206501,3,502,65,1,1,4,4,1,1
2021,      050206501,4,502,65,1,1,3,4,2,2
2021,      050206801,4,502,68,1,1,8,4,1,1
2021,      050206801,5,502,68,1,1,6,4,1,2
2021,      050206801,6,502,68,1,1,3,4,1,3
2021,      050206801,7,502,68,1,1,1,4,2,4
2021,      050206901,3,502,69,1,1,3,4,1,1
2021,      050206901,4,502,69,1,1,1,4,1,2
2021,      050206901,5,502,69,1,1,0,4,2,3
2021,      050207001,5,502,70,1,1,6,3,2,1
2021,      050207101,3,502,71,1,1,3,4,2,1
2021,      050207201,3,502,72,1,1,8,4,1,1
2021,      050207201,4,502,72,1,1,2,4,2,2
2021,      050207301,3,502,73,1,1,5,4,2,1
2021,      050207401,3,502,74,1,1,1,3,2,1
2021,      050400201,2,504,2,1,1,3,3,1,1
2021,      050400201,3,504,2,1,1,0,3,2,2
2021,      050400801,3,504,8,1,1,6,3,2,1
2021,      050401801,8,504,18,1,1,0,3,2,1
2021,      050402201,4,504,22,1,1,4,3,1,1
2021,      050402201,5,504,22,1,1,3,3,2,2
2021,      050403201,3,504,32,1,1,4,3,1,1
2021,      050403201,4,504,32,1,1,3,3,1,2
2021,      050403201,5,504,32,1,2, , ,2,3
2021,      050405101,3,504,51,1,1,5,2,2,1
2021,      050407001,2,504,70,1,1,7,3,1,1
2021,      050407001,3,504,70,1,1,0,3,2,2
2021,      050408001,2,504,80,1,1,1,3,2,1
2021,      050408501,3,504,85,1,1,3,3,1,1
2021,      050408501,4,504,85,1,1,1,0,2,2
2021,      050604401,4,506,44,1,1,7,3,2,1
2021,      050604601,3,506,46,1,1,0,3,2,1
2021,      050606801,3,506,68,1,1,0,3,1,1
2021,      050606801,4,506,68,1,1,0,3,2,2
2021,      050608501,3,506,85,1,2, , ,2,1
2021,      050608601,3,506,86,1,1,5,3,1,1
2021,      050608601,4,506,86,1,1,1,3,2,2
2021,      050608701,3,506,87,1,1,1,3,1,1
2021,      050608701,4,506,87,1,1,0,3,2,2
2021,      050608801,2,506,88,1,1,0,3,2,1
2021,      050701701,4,507,17,1,1,4,2,1,1
2021,      050701701,5,507,17,1,1,1,1,2,2
2021,      050701801,2,507,18,1,1,6,2,2,1
2021,      050702701,2,507,27,1,1,1,2,2,1
2021,      050703201,3,507,32,1,1,3,2,2,1
2021,      050704501,4,507,45,1,1,5,2,2,1
2021,      050705801,3,507,58,1,1,3,2,2,1
2021,      050707001,4,507,70,1,1,6,2,1,1
2021,      050707001,5,507,70,1,1,1,2,2,2
2021,      050707101,2,507,71,1,1,0,1,2,1
2021,      050708001,4,507,80,1,1,7,2,1,1
2021,      050708001,5,507,80,1,1,5,2,1,2
2021,      050708001,6,507,80,1,1,2,2,2,3
2021,      050708101,3,507,81,1,1,1,2,1,1
2021,      050708101,4,507,81,1,1,8,2,2,2
2021,      050800901,3,508,9,1,1,1,2,1,1
2021,      050800901,4,508,9,1,1,5,2,1,2
2021,      050800901,5,508,9,1,1,2,2,2,3
2021,      050811001,3,508,110,1,1,2,2,2,1
2021,      050811301,3,508,113,1,1,4,2,1,1
2021,      050811301,6,508,113,1,1,3,2,2,2
2021,      051001001,3,510,10,1,1,4,1,1,1
2021,      051001001,4,510,10,1,1,2,1,1,2
2021,      051001001,5,510,10,1,1,0,1,2,3
2021,      051001601,3,510,16,1,1,0,1,2,1
2021,      051001701,4,510,17,1,1,0,1,2,1
2021,      051004201,3,510,42,1,1,6,1,1,1
2021,      051004201,4,510,42,1,1,0,1,2,2
2021,      051004701,3,510,47,1,1,2,0,2,1
2021,      051005601,3,510,56,1,1,1,1,2,1
2021,      051006201,5,510,62,1,1,2,0,2,1
2021,      051006301,6,510,63,1,1,5,1,2,1
2021,      051006601,5,510,66,1,1,2,1,1,1
2021,      051006601,6,510,66,1,2, , ,2,2
2021,      051007301,2,510,73,1,1,2,1,1,1
2021,      051007301,3,510,73,1,1,0,1,2,2
2021,      051101301,3,511,13,1,1,2,2,1,1
2021,      051101301,4,511,13,1,1,2,2,1,2
2021,      051101301,5,511,13,1,1,0,2,2,3
2021,      051102201,3,511,22,1,1,4,1,2,1
2021,      051102301,4,511,23,1,1,7,2,1,1
2021,      051102301,5,511,23,1,1,0,2,2,2
2021,      051102401,4,511,24,1,1,1,2,1,1
2021,      051102401,5,511,24,1,1,1,2,2,2
2021,      051104001,3,511,40,1,1,4,2,2,1
2021,      051200201,5,512,2,1,1,1,2,2,1
2021,      051200301,3,512,3,1,1,4,2,1,1
2021,      051200301,4,512,3,1,1,1,2,2,2
2021,      051200401,3,512,4,1,1,5,2,1,1
2021,      051200401,4,512,4,1,1,1,2,2,2
2021,      051200501,5,512,5,1,1,8,2,1,1
2021,      051200501,6,512,5,1,1,5,2,1,2
2021,      051200501,7,512,5,1,1,2,2,2,3
2021,      051202601,3,512,26,1,1,1,1,1,1
2021,      051202601,5,512,26,1,1,4,1,2,2
2021,      051202701,3,512,27,1,1,8,3,1,1
2021,      051202701,4,512,27,1,1,4,2,1,2
2021,      051202701,5,512,27,1,1,1,2,2,3
2021,      051202901,3,512,29,1,1,8,2,1,1
2021,      051202901,4,512,29,1,1,5,2,2,2
2021,      051203001,4,512,30,1,1,6,2,1,1
2021,      051203001,5,512,30,1,1,5,2,1,2
2021,      051203001,6,512,30,1,1,1,2,2,3
2021,      051205201,4,512,52,1,1,5,2,1,1
2021,      051205201,5,512,52,1,1,3,2,2,2
2021,      051205401,2,512,54,1,1,4,2,1,1
2021,      051205401,3,512,54,1,1,1,2,2,2
2021,      051205501,3,512,55,1,1,3,2,1,1
2021,      051205501,4,512,55,1,1,3,2,1,2
2021,      051205501,5,512,55,1,1,1,2,2,3
2021,      051205601,3,512,56,1,1,4,3,1,1
2021,      051205601,4,512,56,1,1,5,3,1,2
2021,      051205601,5,512,56,1,1,1,3,2,3
2021,      051400801,2,514,8,1,1,4,1,2,1
2021,      051401701,3,514,17,1,1,5,1,2,1
2021,      051401801,2,514,18,1,1,1,1,2,1
2021,      051402501,3,514,25,1,1,2,1,2,1
2021,      051500701,2,515,7,1,1,4,2,1,1
2021,      051500701,3,515,7,1,1,1,2,2,2
2021,      051500801,2,515,8,1,1,5,1,2,1
2021,      051500901,3,515,9,1,1,6,2,1,1
2021,      051500901,4,515,9,1,1,4,2,2,2
2021,      051501001,3,515,10,1,1,4,2,1,1
2021,      051501001,4,515,10,1,1,2,2,1,2
2021,      051501001,5,515,10,1,1,0,2,2,3
2021,      051507001,5,515,70,1,1,2,2,2,1
2021,      051510101,4,515,101,1,1,5,2,1,1
2021,      051510101,5,515,101,1,1,2,2,2,2
2021,      051510201,5,515,102,1,1,7,0,1,1
2021,      051510201,6,515,102,1,1,4,0,2,2
2021,      051510601,5,515,106,1,1,5,2,1,1
2021,      051510601,6,515,106,1,1,5,2,2,2
2021,      051703101,3,517,31,1,2, , ,1,1
2021,      051703101,4,517,31,1,2, , ,1,2
2021,      051703101,5,517,31,1,2, , ,2,3
2021,      051707901,3,517,79,1,1,5,0,1,1
2021,      051707901,4,517,79,1,1,3,0,2,2
2021,      051800201,4,518,2,1,1,5,1,1,1
2021,      051800201,5,518,2,1,1,2,1,2,2
2021,      051800301,3,518,3,1,1,7,1,1,1
2021,      051800301,4,518,3,1,1,3,1,2,2
2021,      051801401,3,518,14,1,1,0,1,2,1
2021,      051801601,7,518,16,1,1,1,1,2,1
2021,      051803601,3,518,36,1,1,7,1,1,1
2021,      051803601,4,518,36,1,1,2,1,2,2
2021,      051804001,5,518,40,1,1,2,0,2,1
2021,      051805901,4,518,59,1,1,5,1,2,1
2021,      051806801,3,518,68,1,1,7,1,1,1
2021,      051806801,4,518,68,1,1,4,1,1,2
2021,      051806801,5,518,68,1,1,0,1,2,3
2021,      051806901,4,518,69,1,1,5,1,2,1
2021,      052000601,3,520,6,1,1,7,3,2,1
2021,      052001601,2,520,16,1,1,0,2,2,1
2021,      052002301,3,520,23,1,1,4,3,2,1
2021,      052005501,3,520,55,1,1,2,3,1,1
2021,      052005501,4,520,55,1,1,0,3,2,2
2021,      052005601,5,520,56,1,1,6,3,2,1
2021,      052006101,2,520,61,1,2, , ,2,1
2021,      052009901,5,520,99,1,1,0,2,2,1
2021,      052100701,4,521,7,1,1,5,0,1,1
2021,      052100701,5,521,7,1,1,3,0,2,2
2021,      052101201,4,521,12,1,1,2,0,1,1
2021,      052101201,5,521,12,1,2, , ,2,2
2021,      052101701,4,521,17,1,1,4,0,2,1
2021,      052103401,3,521,34,1,2, , ,2,1
2021,      052103601,7,521,36,1,1,3,0,2,1
2021,      052105301,3,521,53,1,1,0,1,2,1
2021,      052105401,3,521,54,1,1,4,0,2,1
2021,      052108801,4,521,88,1,1,3,0,2,1
2021,      052201801,3,522,18,1,1,0,3,2,1
2021,      052207901,4,522,79,1,1,4,3,2,1
2021,      052208501,5,522,85,1,1,1,3,2,1
2021,      052210001,4,522,100,1,1,5,3,1,1
2021,      052210001,5,522,100,1,1,2,3,2,2
2021,      052213301,3,522,133,1,1,3,2,1,1
2021,      052213301,4,522,133,1,1,2,2,2,2
2021,      052308001,4,523,80,1,1,0,1,2,1
2021,      052313101,5,523,131,1,1,3,3,1,1
2021,      052313101,7,523,131,1,1,3,2,2,2
2021,      052704501,4,527,45,1,1,0,2,2,1
2021,      052707501,4,527,75,1,1,1,2,2,1
2021,      052801101,3,528,11,1,1,0,3,2,1
2021,      052803901,4,528,39,1,1,5,1,2,1
2021,      052805701,3,528,57,1,1,0,2,2,1
2021,      052806401,2,528,64,1,1,6,2,1,1
2021,      052806401,3,528,64,1,1,4,2,1,2
2021,      052806401,4,528,64,1,1,2,2,2,3
2021,      052900401,3,529,4,1,1,1,1,2,1
2021,      052904001,5,529,40,1,1,1,2,1,1
2021,      052904001,6,529,40,1,1,0,2,2,2
2021,      052911501,2,529,115,1,1,1,1,1,1
2021,      052911501,3,529,115,1,1,1,1,2,2
2021,      053004801,3,530,48,1,1,1,2,2,1
2021,      053012501,2,530,125,1,1,3,2,1,1
2021,      053012501,3,530,125,1,1,2,2,1,2
2021,      053012501,4,530,125,1,2, , ,2,3
2021,      053016001,3,530,160,1,1,1,2,1,1
2021,      053016001,4,530,160,1,1,1,2,2,2
2021,      053018201,3,530,182,1,1,1,1,2,1
2021,      053609401,4,536,94,1,1,4,0,2,1
2021,      053902401,3,539,24,1,1,2,0,2,1
2021,      053903801,3,539,38,1,1,7,0,1,1
2021,      053903801,4,539,38,1,1,2,0,2,2
2021,      053908801,2,539,88,1,1,3,0,2,1
2021,      053911801,3,539,118,1,1,4,0,2,1
2021,      054001301,5,540,13,1,1,2,2,2,1
2021,      054005801,3,540,58,1,1,2,1,2,1
2021,      054006101,3,540,61,1,1,0,2,2,1
2021,      054009301,5,540,93,1,1,2,2,1,1
2021,      054009301,6,540,93,1,1,1,2,2,2
2021,      054011401,3,540,114,1,1,5,2,2,1
2021,      054101301,4,541,13,1,1,2,2,1,1
2021,      054101301,5,541,13,1,1,0,2,2,2
2021,      054101501,2,541,15,1,1,6,3,2,1
2021,      054104001,4,541,40,1,1,6,4,1,1
2021,      054104001,5,541,40,1,1,3,4,2,2
2021,      054106401,4,541,64,1,1,3,2,1,1
2021,      054106401,5,541,64,1,1,1,2,2,2
2021,      054106901,5,541,69,1,1,7,3,2,1
2021,      054200801,3,542,8,1,1,2,2,1,1
2021,      054200801,4,542,8,1,1,1,2,2,2
2021,      054202601,3,542,26,1,1,3,2,2,1
2021,      054204601,2,542,46,1,1,4,2,2,1
2021,      054204801,2,542,48,1,1,3,2,2,1
2021,      054206001,3,542,60,1,1,4,1,1,1
2021,      054206001,5,542,60,1,1,5,1,2,2
2021,      054212701,3,542,127,1,1,6,1,2,1
2021,      054311701,2,543,117,1,1,0,4,2,1
2021,      054402301,3,544,23,1,1,1,3,2,1
2021,      054408001,4,544,80,1,1,6,3,2,1
2021,      054408301,3,544,83,1,1,7,2,1,1
2021,      054408301,4,544,83,1,1,1,2,2,2
2021,      054409301,3,544,93,1,1,5,3,1,1
2021,      054409301,4,544,93,1,1,3,3,2,2
2021,      054409801,3,544,98,1,1,2,3,2,1
2021,      054412301,3,544,123,1,1,6,2,1,1
2021,      054412301,5,544,123,1,1,1,3,2,2
2021,      054504201,5,545,42,1,1,7,1,2,1
2021,      054510301,3,545,103,1,2, , ,2,1
2021,      054512701,3,545,127,1,1,2,1,1,1
2021,      054512701,4,545,127,1,1,0,1,2,2
2021,      054512901,4,545,129,1,1,5,2,1,1
2021,      054512901,5,545,129,1,1,0,2,2,2
2021,      054601401,4,546,14,1,1,3,2,2,1
2021,      054601701,3,546,17,1,1,1,1,2,1
2021,      054603101,3,546,31,1,1,3,3,1,1
2021,      054603101,4,546,31,1,1,1,3,1,2
2021,      054603101,5,546,31,1,1,0,3,2,3
2021,      054603401,4,546,34,1,1,4,2,1,1
2021,      054603401,5,546,34,1,1,3,2,1,2
2021,      054603401,6,546,34,1,1,1,2,2,3
2021,      054604501,3,546,45,1,1,1,3,1,1
2021,      054604501,4,546,45,1,1,0,3,1,2
2021,      054604501,6,546,45,1,1,4,3,2,3
2021,      054605201,5,546,52,1,1,7,2,1,1
2021,      054605201,6,546,52,1,1,4,2,2,2
2021,      054701601,3,547,16,1,1,6,2,2,1
2021,      054701801,4,547,18,1,1,5,2,2,1
2021,      054702001,3,547,20,1,1,4,2,1,1
2021,      054702001,4,547,20,1,1,1,2,2,2
2021,      054705901,3,547,59,1,1,6,2,1,1
2021,      054705901,4,547,59,1,1,5,2,1,2
2021,      054705901,5,547,59,1,1,3,2,2,3
2021,      054706101,6,547,61,1,1,7,3,2,1
2021,      054706301,5,547,63,1,1,5,3,1,1
2021,      054706301,6,547,63,1,1,4,3,2,2
2021,      054710601,4,547,106,1,1,1,2,2,1
2021,      054806001,5,548,60,1,1,5,3,2,1
2021,      054806101,5,548,61,1,1,4,3,2,1
2021,      054809501,3,548,95,1,1,1,3,2,1
2021,      054809601,5,548,96,1,1,6,3,1,1
2021,      054809601,6,548,96,1,1,5,3,1,2
2021,      054809601,7,548,96,1,1,1,3,2,3
2021,      054809901,5,548,99,1,1,3,2,1,1
2021,      054809901,6,548,99,1,1,3,2,2,2
2021,      054810501,8,548,105,1,1,1,3,2,1
2021,      054810601,6,548,106,1,1,6,3,1,1
2021,      054810601,7,548,106,1,1,6,3,1,2
2021,      054810601,8,548,106,1,1,3,3,2,3
2021,      054810701,5,548,107,1,1,7,3,2,1
2021,      054810801,3,548,108,1,1,6,3,2,1
2021,      055000101,5,550,1,1,1,5,1,1,1
2021,      055000101,6,550,1,1,1,3,1,2,2
2021,      055000401,4,550,4,1,1,2,1,1,1
2021,      055000401,5,550,4,1,1,0,1,2,2
2021,      055014501,4,550,145,1,1,6,1,1,1
2021,      055014501,5,550,145,1,1,5,1,1,2
2021,      055014501,6,550,145,1,1,1,1,2,3
2021,      055014801,5,550,148,1,1,6,1,2,1
2021,      055014901,5,550,149,1,1,4,1,1,1
2021,      055014901,6,550,149,1,1,1,1,2,2
2021,      055015701,6,550,157,1,1,6,1,1,1
2021,      055015701,7,550,157,1,1,3,1,2,2
2021,      055015901,3,550,159,1,1,6,1,1,1
2021,      055015901,4,550,159,1,1,4,1,2,2
2021,      055016001,6,550,160,1,1,5,1,1,1
2021,      055016001,7,550,160,1,1,3,1,1,2
2021,      055016001,8,550,160,1,1,2,1,1,3
2021,      055016001,9,550,160,1,1,0,1,1,4
2021,      055016001,12,550,160,1,1,0,1,2,5
2021,      055016101,3,550,161,1,1,5,1,1,1
2021,      055016101,4,550,161,1,1,2,1,2,2
2021,      055104201,5,551,42,1,1,0,1,1,1
2021,      055104201,7,551,42,1,1,3,2,2,2
2021,      055104301,5,551,43,1,1,6,1,1,1
2021,      055104301,6,551,43,1,1,4,1,1,2
2021,      055104301,7,551,43,1,1,3,1,1,3
2021,      055104301,8,551,43,1,1,1,1,2,4
2021,      055104901,3,551,49,1,1,3,1,1,1
2021,      055104901,4,551,49,1,1,1,1,2,2
2021,      055105001,3,551,50,1,1,5,1,1,1
2021,      055105001,4,551,50,1,1,1,1,2,2
2021,      055105101,4,551,51,1,1,6,1,2,1
2021,      055105201,3,551,52,1,1,6,1,1,1
2021,      055105201,4,551,52,1,1,1,1,2,2
2021,      055106801,5,551,68,1,1,5,1,1,1
2021,      055106801,6,551,68,1,1,1,1,2,2
2021,      055107001,5,551,70,1,1,3,1,2,1
2021,      055107201,3,551,72,1,1,3,1,1,1
2021,      055107201,4,551,72,1,1,1,1,2,2
2021,      055201201,2,552,12,1,1,0,2,2,1
2021,      055201501,4,552,15,1,1,3,2,2,1
2021,      055204501,5,552,45,1,1,2,2,1,1
2021,      055204501,6,552,45,1,1,1,2,2,2
2021,      055204601,3,552,46,1,1,0,3,2,1
2021,      055301801,3,553,18,1,1,0,2,2,1
2021,      055302001,5,553,20,1,1,7,4,2,1
2021,      055306801,3,553,68,1,1,3,2,1,1
2021,      055306801,4,553,68,1,1,2,2,2,2
2021,      055308301,3,553,83,1,1,0,2,2,1
2021,      055402201,3,554,22,1,1,4,1,2,1
2021,      055402501,4,554,25,1,1,6,2,1,1
2021,      055402501,5,554,25,1,1,0,2,2,2
2021,      055406901,3,554,69,1,1,4,2,1,1
2021,      055406901,4,554,69,1,1,3,2,2,2
2021,      055407001,5,554,70,1,1,3,2,1,1
2021,      055407001,6,554,70,1,1,0,2,2,2
2021,      055407101,2,554,71,1,1,8,2,1,1
2021,      055407101,3,554,71,1,1,5,2,2,2
2021,      055407201,4,554,72,1,1,4,2,1,1
2021,      055407201,5,554,72,1,1,1,2,2,2
2021,      055409401,3,554,94,1,1,4,0,2,1
2021,      055409701,3,554,97,1,1,7,2,1,1
2021,      055409701,4,554,97,1,1,5,2,1,2
2021,      055409701,5,554,97,1,1,0,1,2,3
2021,      055500901,4,555,9,1,1,7,2,1,1
2021,      055500901,5,555,9,1,1,3,2,2,2
2021,      055509201,3,555,92,1,1,6,2,2,1
2021,      055600101,2,556,1,1,1,6,2,2,1
2021,      055600201,4,556,2,1,1,7,2,1,1
2021,      055600201,5,556,2,1,1,2,2,2,2
2021,      055600301,3,556,3,1,1,0,2,2,1
2021,      055615101,5,556,151,1,1,0,2,2,1
2021,      055615201,4,556,152,1,1,1,2,1,1
2021,      055615201,6,556,152,1,1,5,2,1,2
2021,      055615201,7,556,152,1,1,4,2,1,3
2021,      055615201,8,556,152,1,1,3,2,2,4
2021,      055615801,4,556,158,1,1,1,2,2,1
2021,      055615901,3,556,159,1,1,1,2,2,1
2021,      055801701,3,558,17,1,1,0,3,2,1
2021,      055802001,3,558,20,1,1,6,3,1,1
2021,      055802001,4,558,20,1,1,4,3,2,2
2021,      055805501,4,558,55,1,1,0,3,2,1
2021,      055805701,2,558,57,1,1,3,3,2,1
2021,      055806301,3,558,63,1,1,0,3,1,1
2021,      055806301,6,558,63,1,1,6,3,2,2
2021,      055806401,3,558,64,1,1,7,5,1,1
2021,      055806401,4,558,64,1,1,2,5,2,2
2021,      055900701,4,559,7,1,1,3,2,2,1
2021,      055903801,5,559,38,1,1,7,3,2,1
2021,      055904801,4,559,48,1,1,3,2,2,1
2021,      055904901,3,559,49,1,1,0,2,1,1
2021,      055904901,6,559,49,1,1,1,2,2,2
2021,      055905701,4,559,57,1,1,7,2,1,1
2021,      055905701,5,559,57,1,1,4,2,2,2
2021,      055906501,3,559,65,1,1,3,2,1,1
2021,      055906501,4,559,65,1,1,0,2,2,2
2021,      056002701,4,560,27,1,1,6,1,2,1
2021,      056002901,5,560,29,1,1,6,1,2,1
2021,      056003001,4,560,30,1,2, , ,1,1
2021,      056003001,5,560,30,1,2, , ,1,2
2021,      056003001,6,560,30,1,2, , ,2,3
2021,      056005501,4,560,55,1,1,0,1,1,1
2021,      056005501,5,560,55,1,1,0,1,2,2
2021,      056005901,3,560,59,1,1,3,1,2,1
2021,      056006001,3,560,60,1,2, , ,1,1
2021,      056006001,4,560,60,1,1,1,1,2,2
2021,      056202501,3,562,25,1,1,0,4,2,1
2021,      056202801,2,562,28,1,1,0,4,2,1
2021,      056204801,3,562,48,1,1,6,4,2,1
2021,      056300401,3,563,4,1,1,4,2,2,1
2021,      056300701,3,563,7,1,1,3,3,2,1
2021,      056300801,3,563,8,1,1,4,3,1,1
2021,      056300801,4,563,8,1,1,2,3,2,2
2021,      056307701,7,563,77,1,1,1,3,2,1
2021,      056307801,2,563,78,1,1,0,3,2,1
2021,      056308001,4,563,80,1,1,3,4,2,1
2021,      056308101,3,563,81,1,1,2,4,1,1
2021,      056308101,4,563,81,1,1,7,4,2,2
2021,      056400101,3,564,1,1,1,4,1,2,1
2021,      056400301,7,564,3,1,8, , ,2,1
2021,      056400501,8,564,5,1,1,3,0,2,1
2021,      056400601,4,564,6,1,1,4,1,1,1
2021,      056400601,5,564,6,1,1,0,1,2,2
2021,      056400801,5,564,8,1,1,1,1,2,1
2021,      056400901,3,564,9,1,1,4,1,1,1
2021,      056400901,4,564,9,1,1,4,1,2,2
2021,      056401001,3,564,10,1,1,2,1,2,1
2021,      056419501,4,564,195,1,1,3,1,2,1
2021,      056419601,3,564,196,1,1,5,1,2,1
2021,      056419701,4,564,197,1,1,4,0,1,1
2021,      056419701,8,564,197,1,1,0,1,2,2
2021,      056500201,4,565,2,1,1,4,3,2,1
2021,      056500301,5,565,3,1,1,4,3,1,1
2021,      056500301,7,565,3,1,1,2,3,2,2
2021,      056500401,2,565,4,1,1,1,3,2,1
2021,      056500501,2,565,5,1,1,2,3,2,1
2021,      056501001,5,565,10,1,1,2,3,2,1
2021,      056507601,3,565,76,1,1,5,4,1,1
2021,      056507601,4,565,76,1,1,5,4,2,2
2021,      056507901,5,565,79,1,1,3,3,1,1
2021,      056507901,7,565,79,1,1,2,2,2,2
2021,      056607301,5,566,73,1,1,4,1,2,1
2021,      056607401,4,566,74,1,2, , ,2,1
2021,      056607601,4,566,76,1,1,6,1,2,1
2021,      056616501,2,566,165,1,1,4,1,1,1
2021,      056616501,3,566,165,1,1,0,1,2,2
2021,      056616701,3,566,167,1,1,0,1,2,1
2021,      056616801,4,566,168,1,1,1,1,2,1
2021,      056616901,3,566,169,1,1,3,1,1,1
2021,      056616901,4,566,169,1,1,1,1,2,2
2021,      056617301,3,566,173,1,1,5,1,1,1
2021,      056617301,4,566,173,1,1,1,1,2,2
2021,      056617401,5,566,174,1,1,3,1,2,1
2021,      056701501,3,567,15,1,1,0,2,2,1
2021,      056702301,2,567,23,1,1,4,2,1,1
2021,      056702301,3,567,23,1,1,4,2,2,2
2021,      056705701,2,567,57,1,1,1,2,2,1
2021,      056801901,4,568,19,1,1,4,2,1,1
2021,      056801901,5,568,19,1,2, , ,2,2
2021,      056803301,3,568,33,1,1,1,2,1,1
2021,      056803301,4,568,33,1,1,0,2,2,2
2021,      056811301,3,568,113,1,1,1,2,2,1
2021,      056811501,3,568,115,1,1,5,2,2,1
2021,      056811601,3,568,116,1,1,5,2,2,1
2021,      056811701,4,568,117,1,1,6,2,2,1
2021,      057005201,3,570,52,1,1,3,0,1,1
2021,      057005201,4,570,52,1,1,1,0,2,2
2021,      057100901,3,571,9,1,1,3,2,1,1
2021,      057100901,4,571,9,1,1,1,2,2,2
2021,      057103401,6,571,34,1,1,0,1,2,1
2021,      057103501,3,571,35,1,1,7,2,1,1
2021,      057103501,4,571,35,1,1,3,2,2,2
2021,      057109901,3,571,99,1,1,0,2,2,1
2021,      057110001,5,571,100,1,1,6,2,1,1
2021,      057110001,6,571,100,1,1,2,2,2,2
2021,      057110101,4,571,101,1,1,7,2,1,1
2021,      057110101,5,571,101,1,1,3,2,2,2
2021,      057110501,7,571,105,1,1,4,2,2,1
2021,      057202401,2,572,24,1,1,1,3,1,1
2021,      057202401,3,572,24,1,1,1,3,2,2
2021,      057203801,3,572,38,1,1,3,3,1,1
2021,      057203801,6,572,38,1,1,0,3,2,2
2021,      057204101,3,572,41,1,1,0,3,2,1
2021,      057204701,2,572,47,1,1,0,4,2,1
2021,      057302601,3,573,26,1,1,4,0,1,1
2021,      057302601,4,573,26,1,1,1,0,2,2
2021,      057302701,3,573,27,1,1,2,0,2,1
2021,      057303501,4,573,35,1,1,2,0,2,1
